0,1,2,3,4
0.2778014657234335,-0.46578334796542015,0.005656769127521359,0.6457542578471414,0.36117351524695623
-0.11150113171069628,0.46141276166129486,-0.008363813602137556,0.19199788359765058,-0.25955635973338653
0.4065005519060615,0.7661854332069046,-0.3482353280637992,0.2819808605228222,0.5790256655401608
0.1288502618953844,-0.4025981170438342,-0.1149683063102348,0.2537869428272117,0.45125245620148313
-0.1724674993121126,-0.4035649063723722,0.9908933101243315,0.13269392035879857,-0.02085673931416592
-0.15863490897597027,0.009581782383923938,0.0019382447587269727,0.22884099966510452,0.0949417555874188
0.04813813181914887,-0.15212638758709485,0.1870124198345061,0.3100501498518877,-0.06626392560817591
0.27464231672663497,0.4433919222124069,0.21158574056940965,0.2812148907932991,-0.23125381012996343
0.09210060728653371,-0.5871842787262522,0.45436512732627665,0.6930500655290512,0.7509978506304652
0.1736682435653261,0.3604653316234399,0.683875998616821,-0.05733107861676236,-0.5504244019367444
0.07184132385488595,0.5534647457187958,-0.21060879848394262,0.24803589017205915,0.05138126406802118
0.017020371499703934,-0.2194543395900407,0.8081909399755178,-0.006620915711194456,-0.3605761003461997
0.08161707998199105,0.19097609597916188,0.10934232264314576,-0.5875704318454565,0.7968518273731636
0.02781576542591929,0.3586324368543856,0.1164794218501038,0.4375707328799228,-0.6016786663467479
0.3349156973261006,-0.03135135341257432,0.5158648039651805,0.5920782172913468,0.1709558338329078
-0.11555189908996195,-0.08059586540679507,0.810358240805728,0.4417158723662738,0.027384219434828102
0.2845434755133969,0.43962971396549627,0.34809518154285213,-0.11539436241716472,-0.18159482469860294
-0.0784502172597299,-0.025354046761418735,-0.9667313212234603,0.5510739640638875,0.344848676458645
0.09180496559920465,-0.0015922801722593938,-0.44762794433252445,0.7116165425828476,0.4548787218551985
0.4565573922208138,1.117451498549309,0.4379609565264792,-0.028481674667500265,-0.008010256746418963
-0.04496803348244499,-0.1761551876124884,0.8804694070488722,0.07620523104321539,0.08900502074175104
0.146982091248085,0.008565142713354294,0.16543732477703135,0.11172571207496425,0.5743319001624386
0.436218838941807,0.5752117554630587,-0.1757153315721392,-0.05426271295659043,0.8184348959989728
-0.00012193212051032923,-0.4709215151769152,0.2891290082598311,0.628308878087586,0.29916260034368514
0.21621629002627246,-0.2704578562146921,0.9434729346527487,-0.06569069685960763,0.47823059916349464
-0.04915530403254759,-0.3554967019294174,-0.1811732573531526,0.5033943509423946,0.22393718259515993
0.11920068566224297,0.12904415726750204,0.3085158317157277,0.522787355303997,-0.49590959500609266
0.3250163495554535,-1.0781013431209907,-0.1282157105830251,0.34024970407259464,1.27519567365631
0.21343745483951485,-0.03791165646049651,-0.1720984391079405,0.6948159258945404,-0.054870831263531414
0.1412515545526404,-0.24982344995422712,0.47043178226475846,0.47212985286004167,0.29877254763798716
0.7944287315017666,0.6221986609654406,0.41661893561766244,-0.08542340611557724,0.1287120550318534
0.15430396388869247,-0.16695601496154566,0.4275579548244148,0.23234471674360233,0.644022930400205
0.5819792438642549,0.2782870737785826,0.8746740710482901,-0.107576163486009,0.49002559073119806
0.5213134746562931,0.5503698582514317,0.9826352465702687,-0.2508161248233058,-0.03592804045375101
0.4785110888873367,0.5217377076855764,0.7384326577225556,-0.6969462955435759,0.03335817021814133
0.058948047583349955,-0.8694180199502223,0.5590797972971139,0.5867453084547849,0.4085424305747718
